audio_name,type,transcription,choices,annotation
LU_083.wav,LU,You go straight to the vending machine and turn left. Then maybe you go straight until you pass the cafeteria and turn right. And maybe the destination is on your left.,"A: Go straight to the vending machine, turn left, and then go straight until you see the cafeteria on your left
B: Go straight to the vending machine, turn left, and then go straight until you pass the cafeteria, then turn right and ask other people for further instruction
C: Go straight to the vending machine, turn right, and then go straight until you see the cafeteria on your left
D: Go straight to the vending machine, turn left, and then go straight until you pass the cafeteria, then turn left and ask other people for further instruction
E: Ask another person near you for direction",B
LU_084.wav,LU,Go past the cafeteria and turn right. Then maybe turn left at the end of the way and go straight. And pass the gym. I think then turn left twice continuously. And then the light be is maybe across from the admission office.,"A: Go past the cafeteria and turn right, then turn left at the end of the way and go straight, pass the gym, and turn left twice continuously
B: Go past the cafeteria and turn right, then turn left at the end of the way and go straight, pass the gym, and ask other people for further instruction
C: Go past the cafeteria and turn left, then turn left at the end of the way and go straight, pass the gym, and turn left twice continuously
D: Go past the cafeteria and turn right, then turn right at the end of the way and go straight, pass the gym, and turn left twice continuously
E: Ask another person near you for direction",E
LU_085.wav,LU,go down the highway until you see the winding machine and then maybe turn right after passing the technical support centers and take the right and then go straight and probably turn right and at the end of the road and then turn right again at the first crossing and after passing maybe the locker room and you will reach the left B,"A: Go down the highway until you see the winding machine, then turn right after passing the technical support centers, take the right, go straight, turn right at the end of the road, turn right at the first crossing, pass the locker room, and you will reach Lab B on the left
B: Go down the highway until you see the winding machine, then turn left after passing the technical support centers, take the right, go straight, turn right at the end of the road, turn right at the first crossing, pass the locker room, and you will reach Lab B on the left
C: Go down the highway until you see the winding machine, then turn right after passing the technical support centers, take the right, go straight, and ask other people for further instruction
D: Go down the highway until you see the winding machine, then turn right after passing the technical support centers, take the right, go straight, turn right at the end of the road, and ask other people for further instruction
E: Ask another person near you for direction",C
LU_086.wav,LU,go down the hallway after passing the mail office take the left go straight and pass the technical support centers and then turn left again go down the hallway and probably make a left after passing the maybe the piano room then turn left when you pass the art studio the lobby is I think maybe next to the art studio and on your right side or on your left side,"A: Go down the hallway, after passing the mail office take the left, go straight and pass the technical support centers, then turn left again and go down the hallway, and ask other people for further instruction
B: Go down the hallway, after passing the mail office take the right, go straight and pass the technical support centers, then turn left again and go down the hallway, and ask other people for further instruction
C: Go down the hallway, after passing the mail office take the left, go straight and pass the technical support centers, then turn right again and go down the hallway, and ask other people for further instruction
D: Go down the hallway, after passing the mail office take the left, go straight and pass the technical support centers, then turn left again and go down the hallway, then make a left after passing the piano room, and ask other people for further instruction
E: Ask another person near you for direction",D
LU_087.wav,LU,"To get to the left B, first go straight and then turn left at the second left and probably go straight and then left B should be on your left","A: Go straight, turn left at the second left, and then ask other people for further instruction
B: Go straight, turn left at the second left, go straight, and Lab B should be on your left
C: Go straight, turn left at the first left, and then ask other people for further instruction
D: Go straight, turn right at the second left, and then ask other people for further instruction
E: Ask another person near you for direction",A
LU_088.wav,LU,"You can keep going this street and at the second intersection you can turn left and go along this street until you see the student lounge. Probably you can turn right and go along this street. At the end of the street you can see the cafeteria, maybe on your left.","A: Continue on this street, at the second intersection turn left, go along until the student lounge, turn right, and at the end of the street the cafeteria should be on the left
B: Continue on this street, at the second intersection turn left, go along until the student lounge, and ask another person for further instruction
C: Continue on this street, at the second intersection turn left, go along until the student lounge, turn left, and at the end of the street the cafeteria should be on the left
D: Continue on this street, at the second intersection turn right, go along until the student lounge, turn right, and at the end of the street the cafeteria should be on the left
E: Ask another person near you for direction",B
LU_089.wav,LU,"Go ahead, pass the mail office, conference room and auditorium. Maybe take the searchlight and go straight past the lab A and the lock room, and then turn right, then left, then right to the cafeteria.","A: Go ahead, pass the mail office, conference room, and auditorium, then go straight past lab A and the lock room, and then turn right, then left, then right to the cafeteria
B: Go ahead, pass the mail office, conference room, and auditorium, then go straight past lab A and the lock room, and then turn right, then left, and ask other people for further instruction
C: Go ahead, pass the mail office, conference room, and auditorium, then go straight past lab A and the lock room, and then turn left, then right to the cafeteria
D: Go ahead, pass the mail office, conference room, and auditorium, then go straight past lab A and the lock room, and then turn right, then right to the cafeteria
E: Ask another person near you for direction",A
LU_090.wav,LU,"To get to the cafeteria from the mail office, first go straight and then turn right at the first right and then go straight down the hallway and then turn left at the studio lounge. Oh, I'm sorry, turn left at the art studio and then turn right. Go straight, the cafeteria should be on your left.","A: Go straight from the mail office, turn right at the first right, go straight down the hallway, turn left at the art studio, then turn right and go straight, the cafeteria should be on your left
B: Go straight from the mail office, turn right at the first right, go straight down the hallway, turn left at the studio lounge, then turn right and go straight, the cafeteria should be on your left
C: Go straight from the mail office, turn right at the first right, go straight down the hallway, turn left at the art studio, then ask other people for further instruction
D: Go straight from the mail office, turn right at the first right, go straight down the hallway, continue straight without turning left at the studio lounge or art studio, then ask other people for further instruction
E: Ask another person near you for direction",D
LU_091.wav,LU,"To get to the cafeteria from the mail office, first go straight and then turn left before the gym and then go straight again and then turn right at the art studio. Oh, I'm sorry. And turn right after the conference room and then the cafeteria should be on your right.","A: Go straight from the mail office, turn left before the gym, go straight again, and turn right after the conference room, then the cafeteria should be on your right
B: Go straight from the mail office, turn left before the gym, go straight again, and turn right at the art studio, then ask other people for further instruction
C: Go straight from the mail office, turn right before the gym, go straight again, and turn right after the conference room, then the cafeteria should be on your right
D: Go straight from the mail office, turn left before the gym, go straight again, and turn left after the conference room, then ask other people for further instruction
E: Ask another person near you for direction",A
LU_092.wav,LU,Turn right after passing the cafeteria and left after maybe passing the locker room. The left is next to the locker room.,"A: Turn right after passing the cafeteria and then take the left turn immediately after the locker room
B: Turn right after passing the cafeteria and then take the left turn before the locker room
C: Turn right after passing the cafeteria and then take the left turn next to the locker room
D: Turn right after passing the cafeteria and then at the locker room, ask another person for further instruction
E: Ask another person near you for direction",D
LU_093.wav,LU,"Turn right, go straight down the hallway and take the second right. Then go straight down the hallway and take the first right. And I think you can see the levy on your left.","A: Turn right, go straight down the hallway and take the second right, then go straight down the hallway and take the first right, and look for Lab B on your left
B: Turn right, go straight down the hallway and take the second right, then go straight down the hallway and take the first right, and ask other people for further instruction
C: Turn left, go straight down the hallway and take the second right, then go straight down the hallway and take the first right, and look for Lab B on your left
D: Turn right, go straight down the hallway and take the second left, then go straight down the hallway and take the first right, and look for Lab B on your left
E: Ask another person near you for direction",B
LU_094.wav,LU,So first you will turn right and then you go straight pass through the cafeteria and then turn right and You go straight again you will pass through lab A and the locker room and then when you add the Corner of the locker room you will turn Right maybe left and And then you go straight and that B will be on your left,"A: Turn right, go straight past the cafeteria, turn right, go straight past lab A and the locker room, at the corner of the locker room turn right, then go straight and Lab B will be on your left
B: Turn right, go straight past the cafeteria, turn right, go straight past lab A and the locker room, at the corner of the locker room turn left, then go straight and Lab B will be on your left
C: Turn right, go straight past the cafeteria, turn right, go straight past lab A and the locker room, at the corner of the locker room ask another person for further instruction
D: Turn left, go straight past the cafeteria, turn right, go straight past lab A and the locker room, at the corner of the locker room turn right, then go straight and Lab B will be on your left
E: Ask another person near you for direction",C
LU_095.wav,LU,So you walk from the washroom and then you will pass lap A and then take a left turn. And then take a right turn when you see lap B. And you take another right turn after you pass through lap B.,"A: Walk from the washroom, pass lab A, take a left turn, and then take a right turn when you see lab B
B: Walk from the washroom, pass lab A, take a right turn, and then take a right turn when you see lab B
C: Walk from the washroom, pass lab A, take a left turn, and then ask other people for further instruction
D: Walk from the washroom, pass lab A, take a left turn, take a right turn when you see lab B, and then take another right turn after you pass through lab B
E: Ask another person near you for direction",C
LU_096.wav,LU,"So first you want to start from the mail office and you go straight and when you see lab A you make a left turn and then you go straight again and you will pass lab A, the locker room and then the vending machine and and when you are at the vending machine maybe you should make a right turn and then you should go straight again and you will see the cafeteria.","A: Start from the mail office, go straight, make a left turn at lab A, go straight, pass lab A, the locker room, and the vending machine, then make a right turn and go straight to see the cafeteria
B: Start from the mail office, go straight, make a left turn at lab A, go straight, pass lab A, the locker room, and the vending machine, then ask other people for further instruction
C: Start from the mail office, go straight, make a right turn at lab A, go straight, pass lab A, the locker room, and the vending machine, then make a right turn and go straight to see the cafeteria
D: Start from the mail office, go straight, make a left turn at lab A, go straight, pass lab A, the locker room, and the vending machine, then make a left turn and go straight to see the cafeteria
E: Ask another person near you for direction",B
LU_097.wav,LU,"Go straight this way and pass by the vending machine. You probably need to turn right and you will see the student log auditorium. And you need to turn right again. And keep going, you will see the cafeteria.","A: Go straight, pass by the vending machine, turn right, see the student log auditorium, turn right again, and keep going until you see the cafeteria
B: Go straight, pass by the vending machine, and ask another person for further instruction
C: Go straight, pass by the vending machine, turn left, see the student log auditorium, turn right again, and keep going until you see the cafeteria
D: Go straight, pass by the vending machine, turn right, see the student log auditorium, and ask other people for further instruction
E: Ask another person near you for direction",B
LU_098.wav,LU,go to right and go straight and then turn left and you will see left B,"A: Go to the right, go straight, then turn left and look for Lab B
B: Go to the right, go straight, then turn right and look for Lab B
C: Go to the left, go straight, then turn left and look for Lab B
D: Go to the right, go straight, then turn left and ask another person for further instruction
E: Ask another person near you for direction",D
LU_099.wav,LU,"So first you want to turn right and then you go straight and then when you see the maybe the gym, oh no maybe when you see the technical support centers you make a laughter and then you go straight again and you will see the cafeteria.","A: Turn right, go straight, and when you see the technical support centers, make a left turn, then go straight again until you see the cafeteria
B: Turn right, go straight, and when you see the gym, make a left turn, then go straight again until you see the cafeteria
C: Turn right, go straight, and when you see the technical support centers, make a right turn, then go straight again until you see the cafeteria
D: Turn right, go straight, and when you see the technical support centers, make a left turn, then ask other people for further instruction
E: Ask another person near you for direction",E
LU_100.wav,LU,"When you walk outside of lab A, you will be facing the kitchen and so you turn right and you go straight until you see the washroom and then you turn to your left and then you go straight and then turn left again and you will see lab B.","A: Walk outside of lab A, face the kitchen, turn right, go straight until you see the washroom, turn left, go straight, turn left again and you will see lab B
B: Walk outside of lab A, face the kitchen, turn right, go straight until you see the washroom, then ask another person for further instruction
C: Walk outside of lab A, face the kitchen, turn left, go straight until you see the washroom, turn left, go straight, turn left again and you will see lab B
D: Walk outside of lab A, face the kitchen, turn right, go straight until you see the washroom, turn right, go straight, turn left again and you will see lab B
E: Ask another person near you for direction",B
LU_101.wav,LU,So first you will turn right and then you take the first right turn. You take the second right turn and you will pass the auditorium and then you will see left B on your left.,"A: Turn right, take the first right turn, take the second right turn, pass the auditorium, and Lab B will be on your left
B: Turn right, take the first left turn, take the second right turn, pass the auditorium, and Lab B will be on your left
C: Turn right, take the first right turn, take the second left turn, pass the auditorium, and Lab B will be on your left
D: Turn right, take the first right turn, take the second right turn, pass the auditorium, and then ask other people for further instruction
E: Ask another person near you for direction",E
LU_102.wav,LU,"Go straight right now and you see the lab A, you're going to turn right I suppose. And then you go straight towards the end of this hallway. But you're going to turn left when you see the mail office in the library. So you turn left at the side of the library and go straight. So I think the lab B is highly possible in your left hand.","A: Go straight, turn right at lab A, go straight towards the end of the hallway, turn left at the mail office in the library, and go straight
B: Go straight, turn right at lab A, go straight towards the end of the hallway, and ask another person for further instruction
C: Go straight, turn left at lab A, go straight towards the end of the hallway, turn left at the mail office in the library, and go straight
D: Go straight, turn right at lab A, go straight towards the end of the hallway, turn right at the mail office in the library, and go straight
E: Ask another person near you for direction",C
LU_103.wav,LU,"Pass by the mail office, you need to turn left and go straight. When you pass by the locker room, you probably need to turn right. And keep going, you will see the cafeteria.","A: Pass by the mail office, turn left and go straight, when you pass by the locker room, turn right and keep going until you see the cafeteria
B: Pass by the mail office, turn left and go straight, when you pass by the locker room, continue straight and ask other people for further instruction
C: Pass by the mail office, turn right and go straight, when you pass by the locker room, turn right and keep going until you see the cafeteria
D: Pass by the mail office, turn left and go straight, when you pass by the locker room, turn left and ask other people for further instruction
E: Ask another person near you for direction",B
LU_104.wav,LU,"If you start from the student lounge, you wanna go straight and take the first left turn and then you go straight again and then here maybe you should take the second right turn and then you just go straight again and you will see the cafeteria and then you just go straight and take the first left turn and then you just go straight and take the first left turn and then you just go straight and take the first left turn and then you just go straight and take the first left turn and then you just go straight and take the first left turn and then you just go straight and take the first left turn and then you just go straight and take the first left turn","A: Start from the student lounge, go straight, take the first left turn, go straight again, take the second right turn, then go straight and look for the cafeteria
B: Start from the student lounge, go straight, take the first left turn, go straight again, and ask other people for further instruction
C: Start from the student lounge, go straight, take the first right turn, go straight again, and ask other people for further instruction
D: Start from the student lounge, go straight, take the first left turn, go straight again, take the second left turn, then go straight and look for the cafeteria
E: Ask another person near you for direction",B
LU_105.wav,LU,"Turn right and when you see Lab A, turn right. Walk straight down the hallway and when you see locker room, turn left. Then go straight down the hallway again and when you see the library, turn left. And destination is on your right.","A: Turn right, when you see Lab A, turn right, walk straight down the hallway, when you see locker room, turn left, then go straight down the hallway again, when you see the library, turn left, and the destination is on your right
B: Turn right, when you see Lab A, turn right, walk straight down the hallway, when you see locker room, turn left, then go straight down the hallway again, when you see the library, turn right, and the destination is on your right
C: Turn right, when you see Lab A, turn right, walk straight down the hallway, when you see locker room, turn left, then go straight down the hallway again, when you see the library, turn left, and ask other people for further instruction
D: Turn left, when you see Lab A, turn right, walk straight down the hallway, when you see locker room, turn left, then go straight down the hallway again, when you see the library, turn left, and the destination is on your right
E: Ask another person near you for direction",E
LU_106.wav,LU,So you want to start from the mail office and go straight and then when you see the technical support centers you want to take when you see the technical support centers maybe you should take a right turn and then you go straight again and you will see the cafeteria.,"A: Start from the mail office, go straight, and take a right turn at the technical support centers, then go straight again to find the cafeteria
B: Start from the mail office, go straight, and take a left turn at the technical support centers, then go straight again to find the cafeteria
C: Start from the mail office, go straight past the technical support centers, and then ask another person for further instruction
D: Start from the mail office, go straight, and take a right turn at the technical support centers, then go straight again and ask another person for further instruction
E: Ask another person near you for direction",C
LU_107.wav,LU,"Turn right, go straight down the hallway and take the third right. Then go straight down the hallway and I think left B is on your right or maybe left.","A: Turn right, go straight down the hallway and take the third right, then go straight down the hallway and Lab B is on your right
B: Turn right, go straight down the hallway and take the third right, then go straight down the hallway and Lab B is on your left
C: Turn left, go straight down the hallway and take the third right, then go straight down the hallway and Lab B is on your right
D: Turn right, go straight down the hallway and take the third right, then go straight down the hallway and ask other people for further instruction
E: Ask another person near you for direction",D
LU_108.wav,LU,So first you will make a right turn and you walk straight passing through the cafeteria and then turn right and then you go straight and make a left turn when you see the locker room and then you go straight make a left turn no make a right turn when you see the auditorium and then you go straight again and make a left turn when you see the admission office and then that B will be on your left,"A: Make a right turn, walk straight passing through the cafeteria, turn right, go straight, make a right turn at the locker room, go straight, make a right turn at the auditorium, go straight, make a left turn at the admission office, and Lab B will be on your left
B: Make a right turn, walk straight passing through the cafeteria, turn right, go straight, make a left turn at the locker room, go straight, make a right turn at the auditorium, go straight, make a left turn at the admission office, and Lab B will be on your left
C: Make a right turn, walk straight passing through the cafeteria, turn right, go straight, make a right turn at the locker room, go straight, make a left turn at the auditorium, go straight, make a left turn at the admission office, and Lab B will be on your left
D: Make a right turn, walk straight passing through the cafeteria, turn right, go straight, make a right turn at the locker room, go straight, make a right turn at the auditorium, go straight, make a left turn at the admission office, and then ask another person for further instruction
E: Ask another person near you for direction",E
LU_109.wav,LU,So first you want to turn right and then you take the first left turn and then you take another right turn when you see the locker room and then you take another left turn when you see the student launch and then you just go straight and when you reach the end of the hallway at the auditorium I think maybe you should take another right turn and go straight and you will see the cafeteria.,"A: Turn right, take the first left, then a right at the locker room, a left at the student lounge, go straight, and at the auditorium's end, take a right and go straight to find the cafeteria
B: Turn right, take the first left, then a right at the locker room, a left at the student lounge, go straight, and at the auditorium's end, continue straight and ask for further instructions
C: Turn right, take the first left, then a right at the locker room, a left at the student lounge, go straight, and at the auditorium's end, take a left and ask for further instructions
D: Turn right, take the first left, then a right at the locker room, a left at the student lounge, go straight, and at the auditorium's end, take a right and go straight, then ask another person for confirmation
E: Ask another person near you for direction",B
LU_110.wav,LU,"Turn left, turn right, turn right, and then take the first right and then walk until you are between the two rooms at the end of the hallway.","A: Turn left, turn right, turn right, and then take the first right and then walk until you are between the two rooms at the end of the hallway
B: Turn left, turn right, turn right, and then take the first right and then ask another person for further instruction
C: Turn left, turn left, turn right, and then take the first right and then walk until you are between the two rooms at the end of the hallway
D: Turn right, turn right, turn right, and then take the first right and then walk until you are between the two rooms at the end of the hallway
E: Ask another person near you for direction",E
LU_111.wav,LU,"You can go down this hallway and when you see the mail office, you can turn right. You see the library, turn right again. Pass the locker room, turn right. You will see the... oh well, I think... Let's do it again. That's not a shorter way. Well, go down this hallway. When you see the washroom, turn right. You will see the lab is on your right.","A: Go down this hallway, when you see the washroom, turn right, and look for the lab on your right
B: Go down this hallway, when you see the mail office, turn right, see the library, turn right again, pass the locker room, turn right, and then ask other people for further instruction
C: Go down this hallway, when you see the mail office, turn right, and then ask other people for further instruction
D: Go down this hallway, when you see the washroom, turn right, and then ask other people for further instruction
E: Ask another person near you for direction",D
LU_112.wav,LU,So first you want to go straight and you will pass the mail office and then the washroom and then you make a right turn and I think if you go straight the cafeteria will be on your left,"A: Go straight, pass the mail office, then the washroom, make a right turn, and go straight until the cafeteria is on your left
B: Go straight, pass the mail office, then the washroom, make a right turn, and ask other people for further instruction
C: Go straight, pass the mail office, then the washroom, make a left turn, and go straight until the cafeteria is on your left
D: Go straight, pass the mail office, then the washroom, make a right turn, and if the cafeteria is not on your left, ask other people for further instruction
E: Ask another person near you for direction",B
LU_113.wav,LU,first you want to turn left at the piano room and then you go straight all the way down the hall until you see the washroom and then you walk past through the washroom and then maybe I think maybe you should make a left there and then go straight and you will see the cafeteria,"A: Turn left at the piano room, go straight down the hall until you see the washroom, walk past the washroom, make a left, go straight, and you will see the cafeteria
B: Turn left at the piano room, go straight down the hall until you see the washroom, walk past the washroom, and ask other people for further instruction
C: Turn right at the piano room, go straight down the hall until you see the washroom, walk past the washroom, make a left, go straight, and you will see the cafeteria
D: Turn left at the piano room, go straight down the hall until you see the washroom, walk past the washroom, make a right, go straight, and you will see the cafeteria
E: Ask another person near you for direction",B
LU_114.wav,LU,To get to the left B first go straight and then turn right and then turn left and then turn turn right no sorry and then go straight the left B is on your second right,"A: Go straight, turn right, turn left, then ask other people for further instruction
B: Go straight, turn right, turn left, go straight, and take the second right
C: Go straight, turn left, then ask other people for further instruction
D: Go straight, turn right, turn left, go straight, and take the first right
E: Ask another person near you for direction",A
LU_115.wav,LU,You can go straight right now past the cafeteria and then you turn right if I'm not mistaken and go straight. I believe when you see the library you're going to turn left and when you see the animation office the lab be should on across the admission office.,"A: Go straight past the cafeteria, then turn right and go straight until you see the library, then turn left
B: Go straight past the cafeteria, then turn left and go straight until you see the library, then turn left
C: Go straight past the cafeteria, then turn right and go straight, ask other people for further instruction
D: Go straight past the cafeteria, then turn right and go straight until you see the library, then ask other people for further instruction
E: Ask another person near you for direction",C
LU_116.wav,LU,"Go down this hallway and pass the washroom and turn left when you see the mail office. Turn right again to the library. Maybe you don't need to turn right, but just go straight. You will see the lab B across admission office.","A: Go down this hallway, pass the washroom, turn left at the mail office, turn right towards the library, and continue to look for the cafeteria
B: Go down this hallway, pass the washroom, turn left at the mail office, and ask another person for further instruction
C: Go down this hallway, pass the washroom, and continue straight past the mail office and library to look for the cafeteria
D: Go down this hallway, pass the washroom, turn left at the mail office, continue straight instead of turning right at the library, and look for the cafeteria
E: Ask another person near you for direction",B
LU_117.wav,LU,"Go straight until you see the conference room, then turn right maybe. The light beam is on your maybe right side next to the art studio.","A: Go straight until you see the conference room, then turn right and look for Lab B
B: Go straight until you see the conference room, then turn left and look for Lab B
C: Go straight until you see the conference room, then continue straight and look for Lab B
D: Go straight until you see the conference room, then turn right and ask another person for further instruction
E: Ask another person near you for direction",D
LU_118.wav,LU,"So first you turn right and then you go all the way down the hole. You pass the cafeteria, then lab A and the auditorium. And then when you see the conference room, you turn left. No, you turn right. And then you will pass the conference room and you see lab B on your right.","A: Turn right and go all the way down the hall, passing the cafeteria, lab A, and the auditorium, then turn right at the conference room and look for lab B on your right
B: Turn right and go all the way down the hall, passing the cafeteria, lab A, and the auditorium, then turn left at the conference room and look for lab B on your right
C: Turn left and go all the way down the hall, passing the cafeteria, lab A, and the auditorium, then turn right at the conference room and look for lab B on your right
D: Turn right and go all the way down the hall, passing the cafeteria, lab A, and the auditorium, then at the conference room, ask another person for further instruction
E: Ask another person near you for direction",D
LU_119.wav,LU,Turn left and go all the way straight until you see maybe the washroom and then turn right and you will see the cafeteria.,"A: Turn left and go all the way straight until you see the washroom, then turn right and look for Lab B
B: Turn left and go all the way straight, ask another person for further instruction before you reach the washroom
C: Turn right and go all the way straight until you see the washroom, then turn right and look for Lab B
D: Turn left and go all the way straight until you see the washroom, then turn left and look for Lab B
E: Ask another person near you for direction",B
LU_120.wav,LU,"So first you just walk straight and you pass the cafeteria and the washroom and then you make a left turn when you see the mail office and then you go straight again you will pass through the mail office, the locker room, the mail office and the library and then you will take a left turn and you will see that B is on your right.","A: Walk straight, pass the cafeteria and the washroom, make a left turn at the mail office, go straight and pass the locker room and the library, then take a left turn and Lab B will be on your right
B: Walk straight, pass the cafeteria and the washroom, make a left turn at the mail office, go straight and pass the locker room and the library, then take a right turn and look for Lab B
C: Walk straight, pass the cafeteria and the washroom, make a right turn at the mail office, go straight and pass the locker room and the library, then take a left turn and Lab B will be on your right
D: Walk straight, pass the cafeteria and the washroom, make a left turn at the mail office, go straight and pass the locker room and the library, then ask another person for further instruction
E: Ask another person near you for direction",D
LU_121.wav,LU,"Go straight along this road and turn left when you see the washroom, you may see the cafeteria.","A: Go straight along this road and turn left when you see the washroom, then look for the cafeteria
B: Go straight along this road and turn right when you see the washroom, then look for the cafeteria
C: Go straight along this road and turn left when you see the washroom, then ask other people for further instruction
D: Go straight along this road and continue straight past the washroom, then look for the cafeteria
E: Ask another person near you for direction",C
LU_122.wav,LU,"So first you will turn right and then you will go straight passing through the cafeteria in lab A and then when you see the auditorium you turn right and then when you get to the corner of the auditorium you will turn right again. No, when you get to the corner of the auditorium you turn left and then lab B will be on your right.","A: Turn right, go straight passing through the cafeteria in lab A, when you see the auditorium turn right, and when you get to the corner of the auditorium turn left, then lab B will be on your right
B: Turn right, go straight passing through the cafeteria in lab A, when you see the auditorium turn left, and when you get to the corner of the auditorium turn left, then lab B will be on your right
C: Turn left, go straight passing through the cafeteria in lab A, when you see the auditorium turn right, and when you get to the corner of the auditorium turn left, then lab B will be on your right
D: Turn right, go straight passing through the cafeteria in lab A, when you see the auditorium turn right, and when you get to the corner of the auditorium ask another person for further instruction
E: Ask another person near you for direction",E
LU_123.wav,LU,So first you go straight down the hall and make a left turn by the auditorium and keep going straight. And then you will see the admission office. And I think you make a right turn and the destination will be on your right.,"A: Go straight down the hall, make a left turn by the auditorium, keep going straight, and then make a right turn at the admission office, the destination will be on your right
B: Go straight down the hall, make a left turn by the auditorium, keep going straight past the admission office, and then ask other people for further instruction
C: Go straight down the hall, make a right turn by the auditorium, keep going straight, and then make a right turn at the admission office, the destination will be on your right
D: Go straight down the hall, make a left turn by the auditorium, keep going straight, and then make a left turn at the admission office, the destination will be on your right
E: Ask another person near you for direction",B
LU_124.wav,LU,So first you will just go straight and you pass the cafeteria and then you make right or maybe left turn. So then you will go straight and you will pass the washroom and the locker room and you will see that bees are your right.,"A: Go straight, pass the cafeteria, make a right turn, go straight, pass the washroom and locker room, and look for Lab B on your right
B: Go straight, pass the cafeteria, make a left turn, go straight, pass the washroom and locker room, and look for Lab B on your right
C: Go straight, pass the cafeteria, and ask other people for further instruction
D: Go straight, pass the cafeteria, make a right turn, go straight, pass the washroom and locker room, and ask other people for further instruction
E: Ask another person near you for direction",C
LU_125.wav,LU,"To get to the kitchen from stationery, first turn left and then turn right at the second right. The kitchen is on your right.","A: First turn left, then turn right at the second right to get to the kitchen, then ask for further instructions to Lab B
B: First turn right, then turn right at the second right to get to the kitchen, then ask for further instructions to Lab B
C: First turn left, then turn left at the second left to get to the kitchen, then ask for further instructions to Lab B
D: First turn left, then turn right at the first right to get to the kitchen, then ask for further instructions to Lab B
E: Ask another person near you for direction to Lab B",E
LU_126.wav,LU,First you make a left turn and then you go straight until you see the the the the cafeteria and then you take a right turn and then you take another left turn when you pass through the cafeteria.,"A: Make a left turn, go straight until you see the cafeteria, take a right turn, and then take another left turn after passing through the cafeteria
B: Make a left turn, go straight until you see the cafeteria, take a right turn, and then ask other people for further instruction
C: Make a right turn, go straight until you see the cafeteria, take a right turn, and then take another left turn after passing through the cafeteria
D: Make a left turn, go straight until you see the cafeteria, take a left turn, and then take another left turn after passing through the cafeteria
E: Ask another person near you for direction",C
LU_127.wav,LU,Turn left and take the second right and take a left right and the door is to the left.,"A: Turn left, take the second right, then ask other people for further instruction
B: Turn left, take the second right, take another left, and then ask other people for further instruction
C: Turn left, take the second right, take another right, and then ask other people for further instruction
D: Turn left, take the second right, take a left, and if the door is not visible, ask other people for further instruction
E: Ask another person near you for direction",A
LU_128.wav,LU,So you're going to go straight right now past the cafeteria and turn right. Well I'm not 100 certain but I believe the directions after you pass the cafeteria is turn right and when you see the locker room you turn left and pass the locker room you turn right again and keep going you will see the door of a real lockdown that just goes under schoolura.com,"A: Go straight right now past the cafeteria and turn right, then ask other people for further instruction
B: Go straight right now past the cafeteria and turn left, then ask other people for further instruction
C: Go straight right now past the cafeteria and continue straight, then ask other people for further instruction
D: Go straight right now past the cafeteria and turn right, when you see the locker room turn left, then ask other people for further instruction
E: Ask another person near you for direction",A
LU_129.wav,LU,"Walk past the cafeteria and then turn right. After passing the lab A, when you see the locker room, then turn left. I think the lab B is probably next to the locker room.","A: Walk past the cafeteria and then turn right, after passing the lab A, when you see the locker room, then turn left and look for Lab B
B: Walk past the cafeteria and then turn right, after passing the lab A, when you see the locker room, then turn right and look for Lab B
C: Walk past the cafeteria and then turn left, after passing the lab A, when you see the locker room, then turn left and look for Lab B
D: Walk past the cafeteria and then turn right, after passing the lab A, when you see the locker room, then turn left and ask another person for further instruction
E: Ask another person near you for direction",D
LU_130.wav,LU,"To get to the left B first go straight and then turn right at the third right and then turn left Oh, sorry. I'll just go straight and the left B should be on your right","A: Go straight and look for Lab B on your right
B: Go straight, turn right at the third right, then turn left, and verify with someone if Lab B is in that direction
C: Go straight, turn right at the third right, and then ask other people for further instruction
D: Go straight past the third right and continue to look for Lab B on the right side, asking for confirmation from someone as you proceed
E: Ask another person near you for direction",C
LU_131.wav,LU,"So first, when you start from lab A, you wanna go straight and you will pass lab A and then the locker room. And then you will probably need to make a left turn. And then you go straight and you will see lab B.","A: Start from lab A, go straight, pass lab A and the locker room, make a left turn, go straight, and you will see lab B
B: Start from lab A, go straight, pass lab A and the locker room, and ask other people for further instruction
C: Start from lab A, go straight, pass lab A and the locker room, make a right turn, go straight, and you will see lab B
D: Start from lab A, go straight, pass lab A and the locker room, make a left turn, and then ask other people for further instruction
E: Ask another person near you for direction",B
LU_132.wav,LU,Take a left turn about Lab B and head to the end of the hallway and take a right. Lab A's entrance is probably the first door on your right.,"A: Take a left turn about Lab B and head to the end of the hallway and take a right
B: Take a right turn about Lab B and head to the end of the hallway and take a right
C: Take a left turn about Lab B and head to the end of the hallway and take a left
D: Take a left turn about Lab B and head to the end of the hallway, then ask other people for further instruction
E: Ask another person near you for direction",D
LU_133.wav,LU,"To get to the cafeteria from the male office, first go straight. And after that, turn left at the technical support centers and then go straight. And then the cafeteria should be on your third right.","A: Go straight from the male office, turn left at the technical support centers, then go straight and take your third right
B: Go straight from the male office, turn right at the technical support centers, then go straight and take your third right
C: Go straight from the male office, turn left at the technical support centers, then go straight and take your second right
D: Go straight from the male office, turn left at the technical support centers, then go straight and ask other people for further instruction
E: Ask another person near you for direction",E
